name,sku,description,url,metatitle,metadescription,metakeyword,quantity,price,wholesaleprice,firstsaleprice,secondsaleprice,specialpricefrom,specialpriceto,image,category,productfeatures
Set-9335-56,Set-9335-56-VL ,"Artistic design at its best, a brilliant piece of art in this necklace set truly deserves the second look.",,,,,,,,,,,,,Vilandi Set ,
Set-8259-24,Set-8259-24-AD,Beautiful diamond necklace with floral design for the fresh &elegant beauty,,,,,,,,,,,,,American Daimond,
Set-2375-16,PDS-2375-16-VL,A classy contemporary design of necklace set to suite your classy look.,,,,,,,,,,,,,Vilandi ,
Set-8234-16,Set-8234-16-VL, Emerald gold necklace set with beautiful design gives a dynasty look.,,,,,,,,,,,,,Vilandi Set ,
Set-8590-16,Set-8590-16-VL ,Touch of Queen & elegance that personified this stunning necklace set.,,,,,,,,,,,,,Vilandi Set ,
Set-5745-24,Set-5745-24-VL ,Triplet beauty is enhanced in this dazzling Necklace set.,,,,,,,,,,,,,Vilandi Set ,
Set-7823-16,Set-7823-16-VL,Beautiful diamonds are put together to evolve the beautiful & sparkling necklace set.,,,,,,,,,,,,,Vilandi Set ,
Set-9464-56,Set-9464-56-VL,So royal & so beautiful a masterpiece design of necklace set which is elegantly belongs to you.,,,,,,,,,,,,,Vilandi Set ,
Set-4382-16,Set-4382-16-VL ,"Splendid in its own design, this emperor era look necklace set is the dream of every woman.",,,,,,,,,,,,,Vilandi Set ,
Set-9527-13,Set-9527-13-VL ,A perfect look of rich Mughal era gives this necklace an elite look.,,,,,,,,,,,,,Vilandi Set ,
Set-9166-56,Set-9166-56-VL ,"Magical feel, isn't it? This Mind blowing necklace deserves to be worn around your neck.",,,,,,,,,,,,,Vilandi Set ,
Set-9418-57,Set-9418-57-VL ,Wear it to believe it the most stunning & unique artistic necklace,,,,,,,,,,,,,Vilandi Set ,
Set-8565-16,Set-8565-16-VL ,Selective diamonds are used to keep your head high & style higher.,,,,,,,,,,,,,Vilandi Set ,
Set-9154-55,Set-9154-55-VL , Emerald necklace set with beautiful design gives a dynasty look.,,,,,,,,,,,,,Vilandi Set,
Set-8789-57,Set-8789-57-VL ,This Necklace set will create the aura of elegance around you.,,,,,,,,,,,,,Vilandi Set ,
Set-8771-57,Set-8771-57-VL ,Stunning Necklace set for the elegant queen in you.,,,,,,,,,,,,,Vilandi Set ,
Set-4383-16,Set-4383-16-VL ,A perfect look of rich Mughal era gives this necklace an elite look.,,,,,,,,,,,,,Vilandi Set,
Set-1638-24,Set-1638-24-PRL ,Necklace set which will flaunt you & your eyes. Beautifully designed which make the others eye follow you.,,,,,,,,,,,,,Pearl Mala ,
Set-1637-24,Set-1637-24-PRL ,"Inspired by Greek goddess beauty, this stunning design Necklace Set will swoon anyone.",,,,,,,,,,,,,Pearl Mala ,
Set-9040-24,Set-9040-24-VL ,Unique design & elegant style make this Necklace set above all jewellery.,,,,,,,,,,,,,Vilandi Set ,
Set-1669-16,PDS-1669-16-VL,"Dynasty in its look, a highly creative traditional Pendent set to suite your matching standards.",,,,,,,,,,,,,Vilandi Pendent Set ,
Set-1576-24,Mala-1576-24-AD ,Combination of Sparkling & dark are rare but we bring this rare combination Necklace set especially for you.,,,,,,,,,,,,,American Daimond,
Set-7262-16,Set-7262-16-VL,"This is only for the lady who rules the world with her style, brilliant piece of design can see in this precious stone embedded in this classy Necklace set.",,,,,,,,,,,,,Vilandi Set,
Set-7705-16,Set-7705-24-VL, Emerald necklace with beautiful white pearl gives a dynasty look.,,,,,,,,,,,,,Vilandi Set ,
Set-7852-16,Set-7852-16-VL,Royal stone embedded beautifully in designer Vilandi necklace will flaunt people in your circle.  ,,,,,,,,,,,,,Vilandi Set,
Set-9526-16,Set-9526-16-VL ,You can't take your eyes off from this beautiful Vilandi necklace set.,,,,,,,,,,,,,Vilandi Set ,
Set-7801-16,Set-7801-16-VL ,So royal & so beautiful a masterpiece design of necklace which is elegantly belongs to you.,,,,,,,,,,,,,Vilandi Set ,
Set-9424-24,Set-9424-24-VL ,Attitude is classy & this necklace stands above all design with such a exotic look it is hard to resist yourself.,,,,,,,,,,,,,Vilandi Set ,
Mala-1639-24,Mala-1639-24-PRL,Multi-beeds with beautiful color combination make this necklace stunning & elegant,,,,,,,,,,,,,Pearl Mala ,
PDS-2069-16,PDS-2069-16-VL,"Dynasty in its look, a highly creative traditional Necklace to suite your matching standards.",,,,,,,,,,,,,Vilandi Pendent Set ,
Set-9504-16,Set-9504-16-VL,Blue color Peacock embedded in beautiful necklace which gives a dynasty look.,,,,,,,,,,,,,Vilandi Set ,
Set-5761-57,Set-5761-57-VL ,Especially handcrafted for the real occasion this exquisite necklace is worth wearing.,,,,,,,,,,,,,Vilandi Set,
Set-9318-68,Set-9318-68-VL ,Diamonds are women’s best friend & big diamonds embedded in the designer necklace have a charm to flaunt anyone.,,,,,,,,,,,,,Vilandi Set ,
Set-9453-57,Set-9453-57-VL ,A synonym of highness is this beautifully crafted necklace.,,,,,,,,,,,,,Vilandi Set ,
Set-9419-57,Set-9419-57-VL ,A loop of beauty with a party design makes this necklace set ready to wear for any occasions.,,,,,,,,,,,,,Vilandi Set ,
Set-9332-56,Set-9332-56-VL ,Small waves of charm make this necklace a ocean of elegance.,,,,,,,,,,,,,Vilandi Set ,
Set-9467-56,Set-9467-56-VL ,A perfect look of rich Mughal era gives this necklace an elite look.,,,,,,,,,,,,,Vilandi Set ,
Set-8765-57,Set-8765-57-VL ,Touch of Queen & elegance that personified this stunning necklace.,,,,,,,,,,,,,Vilandi Set ,
Set-8469-56,Set-8469-56-VL ,A classy contemporary design of necklace to suite your classy look.,,,,,,,,,,,,,Vilandi Set,
Set-9156-55,Set-9156-55-VL,Design inspired by the era of Maharaja's will give the feel of Royalness with this necklace.,,,,,,,,,,,,,Vilandi Set ,
Set-9463-56,Set-9463-56-Vl ,Beautifully engraved the diamond in hybrid design gives this necklace an adorable touch.,,,,,,,,,,,,,Vilandi Set ,
Set-8531-13,Set-8531-13-VL ,Cuteness is filled in this beautiful pink diamond necklace.,,,,,,,,,,,,,Vilandi Set,
Set-8492-13,Set-8492-13-VL,"Artistic design at its best, a brilliant piece of art in this necklace truly deserves the second look.",,,,,,,,,,,,,Vilandi Set ,
Set-8534-16,Set-8534-16-VL ,"Magical feel, isn't it? This Mind blowing necklace deserves to be worn around your neck.",,,,,,,,,,,,,Vilandi Set,
Set-8463-56,Set-8463-56-VL,"Splendid in its own design, this emperor era look necklace is the dream of every woman.",,,,,,,,,,,,,Vilandi Set ,
Set-9466-56,Set-9466-56-VL ,A green emerald necklace for the hidden princess in you.,,,,,,,,,,,,,Vilandi Set ,
Set-9480-13,Set-9480-13-VL ,Inspired by the beauty of Greece goddess will make you look the goddess of beauty.,,,,,,,,,,,,,Vilandi Set ,
Set-8614-24,Set-8614-24-VL ,Gorgeous flower design embedded in American diamond give this necklace a stunning look.,,,,,,,,,,,,,Vilandi Set ,
Set-9475-56,Set-9475-56-VL ,Necklace which will flaunt you & your eyes. Beautifully designed which make the others eye follow you.,,,,,,,,,,,,,Vilandi Set ,
Set-8768-57,Set-8768-57-Vl ,"Not 1, not 2 & not even 3 this beautiful necklace set will catch enormous look.",,,,,,,,,,,,,Vilandi Set ,
Set-7919-16,Set-7919-16-Vl ,Beauty with perfection can be seen in this elegantly designed necklace set.,,,,,,,,,,,,,Vilandi Set ,
Set-8470-56,Set-8470-56-VL,Charming design with perfect finished cut make this designer necklace set more beautiful.,,,,,,,,,,,,,Vilandi Set,
Set-9160-55,Set-9160-55-VL ,Red is classy & this necklace stands above all design with such a exotic look it is hard to resist yourself.,,,,,,,,,,,,,Vilandi Set ,
Set-8466-56,Set-8466-56-VL ,Necklace which will flaunt you & your eyes. Beautifully designed which make the others eye follow you.,,,,,,,,,,,,,Vilandi Set ,
Set-9444-55,Set-9444-55-VL ,Touch of Queen & elegance that personified this stunning necklace set.,,,,,,,,,,,,,Vilandi Set ,
Set-8464-56,Set-8464-56-VL ,A classy contemporary design of necklace to suite your classy look.,,,,,,,,,,,,,Vilandi Set ,
Set-9489-24,Set-9489-24-VL,So royal & so beautiful a masterpiece design of necklace which is elegantly belongs to you.,,,,,,,,,,,,,Vilandi Set ,
Set-9456-100,Set-9456-100-KD,"Magical feel, isn't it? This Mind blowing necklace deserves to be worn around your neck.",,,,,,,,,,,,,Kundan ,
Set-7828-16,Set-7828-16-VL,"Ecstasy, Elegance or any synonym of this will described this charming Necklace.",,,,,,,,,,,,,Vilandi Set,
Set-9457-100,Set-9457-100-KD,Marvelous is the only word to describe this elegant Necklace with designer look.,,,,,,,,,,,,,Vilandi Set,
Set-9485-56,Set-9485-56-VL,This artistic Necklace symbolizes the color of freshness.,,,,,,,,,,,,,Vilandi Set,
Set-9481-13,Set-9481-13-VL,Dazzling design make this necklace so stunning that it can flaunt anyone.,,,,,,,,,,,,,Vilandi Set ,
Set-8442-13,Set-8442-13-VL,Cuteness is filled in this beautiful elegant necklace.,,,,,,,,,,,,,Vilandi Set ,
Set-9448-13,Set-9448-13-VL ,"Splendid in its own design, this elegant necklace is the dream of every woman.",,,,,,,,,,,,,Vilandi Set ,
Set-9494-100,Set-9494-100-KD,Marvelous is the only word to describe this adorable Necklace set.,,,,,,,,,,,,,Kundan ,
Set-9493-100,Set-9493-100-KD,The Contemporary design of this designer necklace will go on any attire you wear & be ready for any celebrations.,,,,,,,,,,,,,Kundan ,
Set-9487-56,Set-9487-56-KD ,Very royal & enrich with spectacular designer this necklace set is for the queen in you.,,,,,,,,,,,,,Kundan ,
Set-8439-13,Set-8439-13-VL ,"Piece of Art an extra- ordinary design, this necklace enhance your beauty.",,,,,,,,,,,,,Vilandi Set ,
Set-8779-57,Set-8779-57-VL ,"Second look guaranteed for this marvelous Necklace, crafted with beautiful diamond.",,,,,,,,,,,,,Vilandi Set ,
Set-9514-57,Set-9514-57-VL ,Be the center of attraction with this rick look of necklace set.,,,,,,,,,,,,,Vilandi Set ,
Set-9327-24,Set-9327-24-VL,Nothing can be more beautiful than this pearl necklace with lord ganesha pendant,,,,,,,,,,,,,Vilandi Set ,
Set-8445-13,Set-8445-13-VL ,"Beautiful Pearl, Dazzling diamonds & spectacular stones the combination of this 3 make this necklace set for the lady of 21st generation.",,,,,,,,,,,,,Vilandi Set ,
Set-9495-13,Set-9495-13-VL ,"Huge stone embedded in the center with small green stones around it & the complete diamond set with golden line covering, is specially designed for your elegant look",,,,,,,,,,,,,Vilandi Set ,
Set-9540-33,Set-9540-33-VL ,Sparkling artistic design for the lady who want to rule the eyes of others,,,,,,,,,,,,,American Daimond,
Set-9534-33,Set-9534-33-AD,Blue symbolize the color of royal so do this blue Necklace too.,,,,,,,,,,,,,American Daimond,
Set-9537-33,Set-9537-33-AD ,"Stuck at first sight so do the others, the unique designer necklace will enhance your beauty for sure.",,,,,,,,,,,,,American Daimond,
Set-7848-16,Set-7848-16-VL,Magnifico! The beautiful color combination of blue beads and Green stone make this Necklace set look very adorable.,,,,,,,,,,,,,Vilandi ,
Set-9537-33,Set-9537-33-AD ,"Stuck at first sight so do the others, the unique designer necklace will enhance your beauty for sure.",,,,,,,,,,,,,American Daimond,
Set-9536-33,Set-9536-33-AD ,Forget Italy fashion or Paris fashion this Stunning American diamond Necklace will take the world behind you.,,,,,,,,,,,,,American Daimond,
Set-9535-33,Set-9535-33-AD,"Really royal, this necklace with royal cut with blue stone & semi diamond shape earrings for the princess in you.",,,,,,,,,,,,,American Daimond,
Mala-1648-138,Mala-1648-138-PRL,Shades of love are filled in this necklace.,,,,,,,,,,,,,Pearl Mala ,
Mala-1641-138,Mala-1641-138-PRL,Cute & filled with beauty in the Dark pink necklace,,,,,,,,,,,,,Peral Mala ,
Mala-1645-138,Mala-1645-138-PRL,Multi bead for the multi love in you.,,,,,,,,,,,,,Peral Mala ,
Mala-1599-16,Mala-1599-16-AT,The Dynasty looks pearl necklace with big floral design to showcase your elite standard.,,,,,,,,,,,,,Antique ,
Set-9488-24,Set-9488-24-VL,You can't take your eyes off from this beautiful necklace.,,,,,,,,,,,,,Vilandi ,
